lemma	homonym	doc
Tapulikaupunki	PROPN	overlaps more common *Tapulikaupunki* (FIXME)
Tarha	PROPN	overlaps more common *Tarha* (garden)
Tarkka	PROPN	overlaps more common *Tarkka* (exact, prices)
Tarkki	PROPN	overlaps forms of very common *tarkka* (exact, precise).
Tarot	PROPN	overlaps more common *Tarot* (tarot)
Tarra	PROPN	overlaps more common *Tarra* (sticker)
Tasa	PROPN	overlaps more common *Tasa* (level)
Tasamaa	PROPN	overlaps more common *Tasamaa* (Fflatland)
Tasanko	PROPN	overlaps more common *Tasanko* (flatlands)
Tasankomaa	PROPN	overlaps more common *Tasankomaa* (flatland)
Tasanne	PROPN	overlaps more common *Tasanne* (FIXME)
Tasapää	PROPN	overlaps more common *Tasapää* (levelhead)
Tasavalta	PROPN	overlaps more common *Tasavalta* (state)
Tasku	PROPN	overlaps more common *Tasku* (pocket)
Taso	PROPN	overlaps more common *Taso* (level)
Tassu	PROPN	overlaps more common *Tassu* (paw)
Tatti	PROPN	overlaps more common *Tatti* (mushroom)
Taulu	PROPN	overlaps more common *Taulu* (painting)
Tausta	PROPN	overlaps more common *Tausta* (background)
Taverna	PROPN	overlaps more common *Taverna* (tavern)
Tavi	PROPN	overlaps more common *Tavi* (bird)
Teema	PROPN	overlaps  very common *teema* (theme).
Teema	PROPN	overlaps more common *Teema* (theme)
Teeri	PROPN	overlaps more common *Teeri* (bird)
Teho	PROPN	overlaps more common *Teho* (power)
Teini	PROPN	overlaps more common *Teini* (teen)
Tekari	PROPN	overlaps more common *Tekari* (fake teeth)
Teko	PROPN	overlaps more common *Teko* (act)
Tekojärvi	PROPN	overlaps more common *Tekojärvi* (artificial lake)
Tekolampi	PROPN	overlaps more common *Tekolampi* (artificial pond)
Tela	PROPN	overlaps more common *Tela* (brush)
Telakka	PROPN	overlaps more common *Telakka* (dock)
Telatie	PROPN	overlaps more common *Telatie* (FIXME)
Telkkä	PROPN	overlaps more common *Telkkä* (bird)
Temppu	PROPN	overlaps more common *Temppu* (trick)
Tennis	PROPN	overlaps more common *Tennis* (tennis)
Teollisuusalue	PROPN	overlaps more common *Teollisuusalue* (industrial area)
Teollisuuskylä	PROPN	overlaps more common *Teollisuuskylä* (industrial town)
Teos	PROPN	overlaps  very common *teos* (product).
Teos	PROPN	overlaps more common *Teos* (product)
Terapia	PROPN	overlaps more common *Terapia* (therapy)
Tere	PROPN	overlaps more common *Tere* (hi)
Terska	PROPN	overlaps more common *Terska* (foreskin)
Terva	PROPN	overlaps more common *Terva* (tar)
Tervahauta	PROPN	overlaps more common *Tervahauta* (tar pit)
Tervahovi	PROPN	overlaps more common *Tervahovi* (FIXME)
Tervakko	PROPN	overlaps more common *Tervakko* (FIXME)
Tervaleppä	PROPN	overlaps more common *Tervaleppä* (tree)
Tervaskanto	PROPN	overlaps more common *Tervaskanto* (stump)
Terä	PROPN	overlaps more common *Terä* (blade)
Teräs	PROPN	overlaps more common *Teräs* (steel)
Terävä	PROPN	overlaps more common *Terävä* (sharp)
Teva	PROPN	overlaps more common *Teva* (FIXME)
TI	PROPN	Texas Instruments
Tie	PROPN	overlaps more common *Tie* (road)
Tienhaara	PROPN	overlaps more common *Tienhaara* (intersection)
Tienlaita	PROPN	overlaps more common *Tienlaita* (roadside)
Tienmutka	PROPN	overlaps more common *Tienmutka* (curb)
Tiensivu	PROPN	overlaps more common *Tiensivu* (roadside)
Tienvarsi	PROPN	overlaps more common *Tienvarsi* (roadside)
Tienvieri	PROPN	overlaps more common *Tienvieri* (roadside)
Tieto	PROPN	overlaps  very common *tieto* (knowledge).
Tieto	PROPN	overlaps more common *Tieto* (knowldege)
Tietty	PROPN	overlaps  very common *tietty* (specific).
Tietty	PROPN	overlaps more common *Tietty* (surely)
Tietäväinen	PROPN	overlaps more common *Tietäväinen* (wise)
Tiili	PROPN	overlaps more common *Tiili* (tile)
Tikapuu	PROPN	overlaps more common *Tikapuu* (ladder)
Tikka	PROPN	overlaps more common *Tikka* (woodpecker)
Tikkari	PROPN	overlaps more common *Tikkari* (lollipop)
Tila	PROPN	overlaps very common *tila* “space“.
Tila	PROPN	overlaps very common *tila* “space”.
Tila	PROPN	overlaps more common *Tila* (space)
Tili	PROPN	overlaps more common *Tili* (account)
Tilkka	PROPN	overlaps more common *Tilkka* (bit)
Tilkku	PROPN	overlaps more common *Tilkku* (patch)
Tilli	PROPN	overlaps more common *Tilli* (dill)
Tippa	PROPN	overlaps more common *Tippa* (droplet)
Tippi	PROPN	overlaps more common *Tippi* (tip)
Tissi	PROPN	overlaps more common *Tissi* (boob)
Tiukka	PROPN	overlaps more common *Tiukka* (strict)
Tivoli	PROPN	overlaps more common *Tivoli* (amusement park)
TM	PROPN	Tekniikan Maailma
Tohtori	PROPN	overlaps more common *Tohtori* (doctor)
Tohveli	PROPN	overlaps more common *Tohveli* (slipper)
Toimi	PROPN	overlaps more common *Toimi* (position)
Toive	PROPN	overlaps more common *Toive* (wish)
Toivo	PROPN	overlaps  very common *toivo* (hope).
Toivo	PROPN	overlaps more common *Toivo* (hope)
Toki	PROPN	overlaps more common *Toki* (sure)
Tollo	PROPN	overlaps more common *Tollo* (idiot)
Tolppa	PROPN	overlaps more common *Tolppa* (balkon)
Tonni	PROPN	overlaps more common *Tonni* (tonne)
Tontti	PROPN	overlaps more common *Tontti* (hut)
Tonttimaa	PROPN	overlaps more common *Tonttimaa* (hutland)
Tonttu	PROPN	overlaps more common *Tonttu* (elf)
Torakka	PROPN	overlaps more common *Torakka* (roach)
Tori	PROPN	overlaps more common *Tori* (market)
Torni	PROPN	overlaps more common *Torni* (tower)
Torppa	PROPN	overlaps more common *Torppa* (hut)
Torvi	PROPN	overlaps more common *Torvi* (trumpet)
Tos	PROPN	overlaps forms of very common *toi* (that), etc.
Tossu	PROPN	overlaps more common *Tossu* (shoe)
Toukka	PROPN	overlaps more common *Toukka* (worm)
TPS	PROPN	Turun Pallo-Seura
Trilogia	PROPN	overlaps more common *Trilogia* (trilogy)
Trioli	PROPN	overlaps more common *Trioli* (triole)
Troppi	PROPN	overlaps more common *Troppi* (medicine)
Trulli	PROPN	overlaps more common *Trulli* (troll)
TS	PROPN	Turun Sanomat
Tu	PROPN	overlaps forms of very common *tulla* (to come).
Tuhiseva	PROPN	overlaps more common *Tuhiseva* (snfifly)
Tuhlari	PROPN	overlaps more common *Tuhlari* (spender)
Tuhti	PROPN	overlaps more common *Tuhti* (fat)
Tuikku	PROPN	overlaps more common *Tuikku* (tea light)
Tuisku	PROPN	overlaps more common *Tuisku* (flurry)
Tukala	PROPN	overlaps more common *Tukala* (slim)
Tukeva	PROPN	overlaps more common *Tukeva* (fat)
Tuki	PROPN	overlaps more common *Tuki* (support)
Tukikohta	PROPN	overlaps more common *Tukikohta* (base)
Tulenkestävä	PROPN	overlaps more common *Tulenkestävä* (fireproof)
Tuleva	PROPN	overlaps more common *Tuleva* (incoming)
Tuli	PROPN	overlaps  very common *tuli* (fire).
Tuli	PROPN	overlaps more common *Tuli* (fire)
Tulikivi	PROPN	overlaps more common *Tulikivi* (firestone)
Tulipalo	PROPN	overlaps more common *Tulipalo* (burn)
Tulisija	PROPN	overlaps more common *Tulisija* (fire place)
Tulivuori	PROPN	overlaps more common *Tulivuori* (volcano)
Tulkki	PROPN	overlaps more common *Tulkki* (interpreter)
Tulla	PROPN	overlaps more common *Tulla* (to come)
Tulli	PROPN	overlaps more common *Tulli* (customs)
Tulliliitto	PROPN	overlaps more common *Tulliliitto* (customs union)
Tulliportti	PROPN	overlaps more common *Tulliportti* (customs gate)
Tulokas	PROPN	overlaps more common *Tulokas* (newcomer)
Tulvamaa	PROPN	overlaps more common *Tulvamaa* (floodland)
Tuma	PROPN	overlaps more common *Tuma* (cell)
Tumma	PROPN	overlaps more common *Tumma* (dark)
Tunkio	PROPN	overlaps more common *Tunkio* (compost)
Tunneli	PROPN	overlaps more common *Tunneli* (tunnel)
Tunto	PROPN	overlaps more common *Tunto* (feel)
Tunturi	PROPN	overlaps more common *Tunturi* (mountain)
Tunturijärvi	PROPN	overlaps more common *Tunturijärvi* (mountain lake)
Tunturikuru	PROPN	overlaps more common *Tunturikuru* (mountain valley)
Tunturilampi	PROPN	overlaps more common *Tunturilampi* (mountain pond)
Tuohi	PROPN	overlaps more common *Tuohi* (bark)
Tuoksu	PROPN	overlaps more common *Tuoksu* (smell)
Tuomenkukka	PROPN	overlaps more common *Tuomenkukka* (flower)
Tuomi	PROPN	overlaps more common *Tuomi* (tree)
Tuonela	PROPN	overlaps more common *Tuonela* (hell)
Tuonnimmainen	PROPN	overlaps more common *Tuonnimmainen* (furthermost)
Tuore	PROPN	overlaps more common *Tuore* (fresh)
Tuotos	PROPN	overlaps more common *Tuotos* (product)
Tuova	PROPN	overlaps more common *Tuova* (bringer)
Tupakka	PROPN	overlaps more common *Tupakka* (tobacco)
Tupakki	PROPN	overlaps more common *Tupakki* (tobacco)
Tuppi	PROPN	overlaps more common *Tuppi* (hilt)
Tuppo	PROPN	overlaps more common *Tuppo* (FIXME)
Tupsu	PROPN	overlaps more common *Tupsu* (tassel)
Turiseva	PROPN	overlaps more common *Turiseva* (farty)
Turska	PROPN	overlaps more common *Turska* (trout)
Turu	PROPN	overlaps forms of very common *turku* (market square), *Turku* (the city).
Turva	PROPN	overlaps more common *Turva* (safe)
Turvesuo	PROPN	overlaps more common *Turvesuo* (peat swamp)
Tusina	PROPN	overlaps more common *Tusina* (dozen)
Tussu	PROPN	overlaps more common *Tussu* (vag)
Tutti	PROPN	overlaps more common *Tutti* (pacifier)
Tuttu	PROPN	overlaps more common *Tuttu* (familiar)
Tuulenpesä	PROPN	overlaps more common *Tuulenpesä* (wind nest)
Tuulensuoja	PROPN	overlaps more common *Tuulensuoja* (wind shelter)
Tuulentupa	PROPN	overlaps more common *Tuulentupa* (wind home)
Tuuli	PROPN	overlaps more common *Tuuli* (wind)
Tuulihattu	PROPN	overlaps more common *Tuulihattu* (cake)
Tuulimylly	PROPN	overlaps more common *Tuulimylly* (windmill)
Tuulinen	PROPN	overlaps more common *Tuulinen* (windy)
Tuulispää	PROPN	overlaps more common *Tuulispää* (windhead)
Tuuri	PROPN	overlaps more common *Tuuri* (luck)
Tuutti	PROPN	overlaps more common *Tuutti* (cone)
Tykki	PROPN	overlaps more common *Tykki* (cannon)
Tylli	PROPN	overlaps more common *Tylli* (tutu)
Tylsä	PROPN	overlaps more common *Tylsä* (broing)
Tynkä	PROPN	overlaps more common *Tynkä* (stub)
Typpi	PROPN	overlaps more common *Typpi* (nitrogen)
Tyrmä	PROPN	overlaps more common *Tyrmä* (jail)
Tyrni	PROPN	overlaps more common *Tyrni* (berry)
Tyvi	PROPN	overlaps more common *Tyvi* (FIXME)
Tyyni	PROPN	overlaps more common *Tyyni* (FIXME)
Tähkä	PROPN	overlaps more common *Tähkä* (corn)
Tähkäpää	PROPN	overlaps more common *Tähkäpää* (cornrow)
Tähti	PROPN	overlaps more common *Tähti* (star)
Tähtinen	PROPN	overlaps more common *Tähtinen* (starred)
Täkäläinen	PROPN	overlaps more common *Täkäläinen* (them there)
Tälli	PROPN	overlaps more common *Tälli* (hit)
Täpärä	PROPN	overlaps more common *Täpärä* (near)
Tökerö	PROPN	overlaps more common *Tökerö* (inelegant)
Tölkki	PROPN	overlaps more common *Tölkki* (can)
Tölli	PROPN	overlaps more common *Tölli* (hut)
Töllö	PROPN	overlaps more common *Töllö* (tv)
Törmä	PROPN	overlaps more common *Törmä* (bay cliff)
Töyssy	PROPN	overlaps more common *Töyssy* (bump)
Uhrikivi	PROPN	overlaps more common *Uhrikivi* (victim rock)
Uhrilehto	PROPN	overlaps more common *Uhrilehto* (sacred grounds)
Uhrilähde	PROPN	overlaps more common *Uhrilähde* (victim source)
Uimaranta	PROPN	overlaps more common *Uimaranta* (beach)
Uimari	PROPN	overlaps more common *Uimari* (swimmer)
Uitto	PROPN	overlaps more common *Uitto* (FIXME)
Uittohaka	PROPN	overlaps more common *Uittohaka* (FIXME)
Uittokanava	PROPN	overlaps more common *Uittokanava* (canal)
Uittoruuhi	PROPN	overlaps more common *Uittoruuhi* (boat)
Uittoyhdistys	PROPN	overlaps more common *Uittoyhdistys* (fishery)
Ukki	PROPN	overlaps more common *Ukki* (grandpa)
Ukko	PROPN	overlaps more common *Ukko* (old man)
Ukkonen	PROPN	overlaps more common *Ukkonen* (thunder)
Ukonhattu	PROPN	overlaps more common *Ukonhattu* (flower)
Ulappa	PROPN	overlaps more common *Ulappa* (horizon)
Ulkoluoto	PROPN	overlaps more common *Ulkoluoto* (outer rock)
Ulkoneva	PROPN	overlaps more common *Ulkoneva* (outer swamp)
Ulkopohja	PROPN	overlaps more common *Ulkopohja* (outer base)
Ulkosaari	PROPN	overlaps more common *Ulkosaari* (outer island)
Ulkosatama	PROPN	overlaps more common *Ulkosatama* (outer harbour)
Ullakko	PROPN	overlaps more common *Ullakko* (attic)
Ulommainen	PROPN	overlaps more common *Ulommainen* (outermost)
Ulpukka	PROPN	overlaps more common *Ulpukka* (a flower)
Umpinainen	PROPN	overlaps more common *Umpinainen* (blocked)
Umpiperä	PROPN	overlaps more common *Umpiperä* (deadend)
Umpisolmu	PROPN	overlaps more common *Umpisolmu* (knot)
Umpisuoli	PROPN	overlaps more common *Umpisuoli* (appendix)
Unelma	PROPN	overlaps more common *Unelma* (deream)
Uneton	PROPN	overlaps more common *Uneton* (sleepless)
Unhola	PROPN	overlaps more common *Unhola* (FIXME)
Unikko	PROPN	overlaps more common *Unikko* (poppy)
Untuva	PROPN	overlaps more common *Untuva* (feather)
Uoma	PROPN	overlaps more common *Uoma* (riverbed)
Ura	PROPN	overlaps more common *Ura* (career)
Uraani	PROPN	overlaps more common *Uraani* (uranium)
Urakka	PROPN	overlaps more common *Urakka* (work)
Urbaanilegenda	PROPN	overlaps more common *Urbaanilegenda* (urban legend)
URL	PROPN	Uniform Resource Locator
USA	PROPN	United States of America
Usko	PROPN	overlaps more common *Usko* (belief)
Uudistalo	PROPN	overlaps more common *Uudistalo* (new house)
Uudistila	PROPN	overlaps more common *Uudistila* (new farm)
Uuma	PROPN	overlaps more common *Uuma* (waistline)
Uupunut	PROPN	overlaps more common *Uupunut* (tired)
Uuras	PROPN	overlaps more common *Uuras* (FIXME)
Uurna	PROPN	overlaps more common *Uurna* (urn)
Uutinen	PROPN	overlaps more common *Uutinen* (news)
Uuttera	PROPN	overlaps more common *Uuttera* (busy)
Vaahtera	PROPN	overlaps more common *Vaahtera* (maple)
Vaahto	PROPN	overlaps more common *Vaahto* (foam)
Vaaka	PROPN	overlaps more common *Vaaka* (scale)
Vaan	PROPN	overlaps more common *Vaan* (only)
Vaania	PROPN	overlaps more common *Vaania* (stalk)
Vaara	PROPN	overlaps more common *Vaara* (danger)
Vaaranalainen	PROPN	overlaps more common *Vaaranalainen* (extinct)
Vaaranlaki	PROPN	overlaps more common *Vaaranlaki* (danger top)
Vaaranrinne	PROPN	overlaps more common *Vaaranrinne* (danger hill)
Vadelma	PROPN	overlaps more common *Vadelma* (raspberry)
Vaha	PROPN	overlaps more common *Vaha* (wax)
Vahti	PROPN	overlaps more common *Vahti* (guard)
Vaimo	PROPN	overlaps more common *Vaimo* (wife)
Vakio	PROPN	overlaps more common *Vakio* (constant)
Vala	PROPN	overlaps more common *Vala* (oath)
Valaja	PROPN	overlaps more common *Valaja* (FIXME)
Vale	PROPN	overlaps more common *Vale* (lie)
Valikko	PROPN	overlaps more common *Valikko* (menu)
Valimo	PROPN	overlaps more common *Valimo* (FIXME)
Valju	PROPN	overlaps more common *Valju* (pale)
Valkki	PROPN	overlaps more common *Valkki* (FIXME)
Valkoinen	PROPN	overlaps more common *Valkoinen* (white)
Valli	PROPN	overlaps more common *Valli* (wall)
Valmis	PROPN	overlaps more common *Valmis* (ready)
Valo	PROPN	overlaps more common *Valo* (light)
Valovirta	PROPN	overlaps more common *Valovirta* (light stream)
Valpas	PROPN	overlaps more common *Valpas* (alert)
Valta	PROPN	overlaps more common *Valta* (power)
Valtakunta	PROPN	overlaps more common *Valtakunta* (kingdom)
Valtatie	PROPN	overlaps more common *Valtatie* (highway)
Valtimo	PROPN	overlaps more common *Valtimo* (artery)
Valtiovarainministeriö	PROPN	overlaps more common *Valtiovarainministeriö* (ministry of finance)
Valtti	PROPN	overlaps more common *Valtti* (trump)
Valu	PROPN	overlaps more common *Valu* (mould)
Vamma	PROPN	overlaps more common *Vamma* (injury)
Vana	PROPN	overlaps more common *Vana* (stripe)
Vanha	PROPN	overlaps more common *Vanha* (old)
Vankka	PROPN	overlaps more common *Vankka* (sturdy)
Vanne	PROPN	overlaps more common *Vanne* (hoop)
Vantaa	PROPN	PROPN_VAINAA	Vantaa, a city in South Finland, a high frequency proper noun
Vappu	PROPN	overlaps more common *Vappu* (may day)
Vara	PROPN	overlaps more common *Vara* (spare)
Varakas	PROPN	overlaps more common *Varakas* (rich)
Varaton	PROPN	overlaps more common *Varaton* (broke)
Varikko	PROPN	overlaps more common *Varikko* (pit stop)
Varis	PROPN	overlaps more common *Varis* (raven)
Varjo	PROPN	overlaps more common *Varjo* (shadow)
Varma	PROPN	overlaps more common *Varma* (sure)
varmaan	PROPN	usually seen as adverb (probably), but can be analysed as illative of the adjective *varma* (secure)
Varo	PROPN	overlaps forms of very common *varoa* (beware).
Varova	PROPN	overlaps more common *Varova* (wary)
Varpunen	PROPN	overlaps more common *Varpunen* (tit)
Varras	PROPN	overlaps more common *Varras* (skewer)
Varsa	PROPN	overlaps more common *Varsa* (baby horse)
varsin	PROPN	usually seen as adverb (really), but can be analysed as a form of *varsi* (stem)
Vartalo	PROPN	overlaps more common *Vartalo* (body)
Vartija	PROPN	overlaps more common *Vartija* (guard)
Vartio	PROPN	overlaps more common *Vartio* (guard)
Vartti	PROPN	overlaps more common *Vartti* (quarter)
Varuskunta	PROPN	overlaps more common *Varuskunta* (military stuff)
Varvas	PROPN	overlaps more common *Varvas* (toe)
Vasa	PROPN	overlaps more common *Vasa* (baby deer)
Vasara	PROPN	overlaps more common *Vasara* (hammer)
Vasikka	PROPN	overlaps more common *Vasikka* (baby goat)
Vasikkahaka	PROPN	overlaps more common *Vasikkahaka* (baby goat stuff)
Vaski	PROPN	overlaps more common *Vaski* (copper)
Vastakarva	PROPN	overlaps more common *Vastakarva* (FIXME)
Vastamaa	PROPN	overlaps more common *Vastamaa* (opposite land)
Vastamäki	PROPN	overlaps more common *Vastamäki* (uphill)
Vastaranta	PROPN	overlaps more common *Vastaranta* (opposite beach)
Vastarinne	PROPN	overlaps more common *Vastarinne* (uphill)
Vastike	PROPN	overlaps more common *Vastike* (FIXME)
Vatukka	PROPN	overlaps more common *Vatukka* (raspberry)
Vauhko	PROPN	overlaps more common *Vauhko* (mad)
Vaurio	PROPN	overlaps more common *Vaurio* (damage)
Vedenjakaja	PROPN	overlaps more common *Vedenjakaja* (water splitter)
Vedenjuoksu	PROPN	overlaps more common *Vedenjuoksu* (water run)
Vedenpohja	PROPN	overlaps more common *Vedenpohja* (water bottom)
Vehnäpelto	PROPN	overlaps more common *Vehnäpelto* (wheat field)
Veikkaus	PROPN	overlaps more common *Veikkaus* (guess)
Veisto	PROPN	overlaps more common *Veisto* (sculpting)
Veisu	PROPN	overlaps more common *Veisu* (song)
Vekara	PROPN	overlaps more common *Vekara* (kid)
Vekseli	PROPN	overlaps more common *Vekseli* (iou)
Velho	PROPN	overlaps more common *Velho* (wizard)
Veli	PROPN	overlaps more common *Veli* (brother)
Velkainen	PROPN	overlaps more common *Velkainen* (debtful)
Velkoja	PROPN	overlaps more common *Velkoja* (debtor)
Veltto	PROPN	overlaps more common *Veltto* (floppy)
Venakko	PROPN	overlaps more common *Venakko* (Russian female)
Veneenpohja	PROPN	overlaps more common *Veneenpohja* (boat floor)
Veneranta	PROPN	overlaps more common *Veneranta* (boat bay)
Ventti	PROPN	overlaps more common *Ventti* (blackjack)
Venymä	PROPN	overlaps more common *Venymä* (stretch)
Verho	PROPN	overlaps more common *Verho* (curtain)
Verkko	PROPN	overlaps more common *Verkko* (net)
Verohallinto	PROPN	overlaps more common *Verohallinto* (tax ministry)
Verohallitus	PROPN	overlaps more common *Verohallitus* (tax ministry)
Verta	PROPN	overlaps more common *Verta* (FIXME)
Veräjä	PROPN	overlaps more common *Veräjä* (pen)
Vesihiisi	PROPN	overlaps more common *Vesihiisi* (water hiisi)
Vesikivi	PROPN	overlaps more common *Vesikivi* (water rock)
Vesikko	PROPN	overlaps more common *Vesikko* (otter)
Vesilasku	PROPN	overlaps more common *Vesilasku* (water bill)
Vesinoro	PROPN	overlaps more common *Vesinoro* (water stream)
